Cmpd1	Cmpd2	TS
CO[C@@H]([C@@H]1Cc2cc3cc(O[C@H]4C[C@@H](O[C@H]5C[C@@H](O)[C@H](O)[C@@H](C)O5)[C@H](O)[C@@H](C)O4)c(C)c(O)c3c(O)c2C(=O)[C@H]1O[C@H]1C[C@@H](O[C@H]2C[C@@H](O[C@H]3C[C@](C)(O)[C@H](O)[C@@H](C)O3)[C@@H](O)[C@@H](C)O2)[C@H](O)[C@@H](C)O1)C(=O)[C@@H](O)[C@@H](C)O	CC[C@@H](CO)NC(=O)[C@H]1CN(C)[C@@H]2Cc3c[nH]c4cccc(C2=C1)c34	0.5678073763847351
Cn1c2nc[nH]c2c(=O)n(C)c1=O	CN1CCC(CN2c3ccccc3Sc3ccccc23)C1	0.5675675868988037
CCOC(=O)Nc1ccc2Sc3ccccc3N(C(=O)CCN3CCOCC3)c2c1	CCCCC[C@H](O)\C=C\[C@H]1[C@H](O)C[C@@H]2OC(C[C@H]12)=CCCCC(O)=O	0.567328929901123
CN(C)[C@H]1[C@@H]2C[C@@H]3Cc4c(ccc(O)c4C(=O)C3=C(O)[C@]2(O)C(=O)C(C(N)=O)=C1O)N(C)C	CN1C(C(=O)Nc2ccccn2)=C(O)c2ccccc2S1(=O)=O	0.5670995712280273
NCCCC(=O)NC(Cc1cnc[nH]1)C(O)=O	OC\C=C1/O[C@@H]2CC(=O)N2[C@H]1C(O)=O	0.5668789744377136
OC[C@H]1O[C@H](C[C@@H]1O)n1cnc2c1nc[nH]c2=O	Clc1ccc2N=C3NC(=O)CN3Cc2c1Cl	0.5666666626930237
Clc1ccc2n(C3CCN(CCCn4c5ccccc5[nH]c4=O)CC3)c(=O)[nH]c2c1	Nc1nc(CC(=O)Nc2ccc(CCNC[C@H](O)c3ccccc3)cc2)cs1	0.5663900375366211
Nc1nc2n(cnc2c(=O)[nH]1)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]1O	CN1CCCN=C1COC(=O)C(O)(C1CCCCC1)c1ccccc1	0.5661478638648987
CCCCCC\C=C\CCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H](C(O)[C@H]1OP(O)(O)=O)n1cnc2c(N)ncnc12	N[C@@H]1CCCCN(C1)c1c(F)cc2c(c1Cl)n(cc(C(O)=O)c2=O)C1CC1	0.565902590751648
CCCCCCCCCCCCCCCC(=O)O[C@@H](CC([O-])=O)C[N+](C)(C)C	OC1O[C@H](COP([O-])([O-])=O)[C@@H](O)[C@H](O)[C@H]1O	0.5656565427780151
CN1CC[C@@]23[C@H]4Oc5c2c(C[C@@H]1[C@@H]3C=C[C@@H]4OC(C)=O)ccc5OC(C)=O	CC#CCC(C)C(O)\C=C\C1C(O)CC2C\C(CC12)=C\CCCC(=O)OCC(=O)c1ccccc1	0.5654205679893494
O[C@H](CS([O-])(=O)=O)C([O-])=O	CC(=O)O[C@@H](CO)CO*	0.5652173757553101
CN(C)CCOP(O)(O)=O	C[Se](=O)CCC(N)C(O)=O	0.5649350881576538
CCOC(=O)CC(SP(=S)(OC)OC)C(=O)OCC	O=C(OCc1ccccc1)c1ccccc1	0.5647059082984924
Nc1ncnc2n(cnc12)[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O	O=C1CCc2cc(OCCCCc3nnnn3C3CCCCC3)ccc2N1	0.5644820332527161
C[C@]12CC[C@H]3[C@@H](CC[C@@H]4C[C@@H](CC[C@]34C)O[C@@H]3O[C@@H]([C@@H](O)[C@H](O)[C@H]3O)C(O)=O)[C@@H]1CCC2=O	Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP([O-])([O-])=O)[C@@H](O)[C@H]1O	0.5642276406288147
COc1ccc(cc1)C1C(=O)c2ccccc2C1=O	C[C@H](CCC=C(C)C)[C@H]1CC[C@H]2C3=CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C	0.5640000104904175
N[C@@H](Cc1cc(I)c(Oc2cc(I)c(O)c(I)c2)c(I)c1)C(O)=O	CC(C)(C)NC(=O)[C@@H]1CC2CCCCC2CN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)c1ccc2ccccc2n1	0.5637707710266113
COc1ccc2[nH]cc(CC(O)=O)c2c1	Oc1c(Cl)cc(Cl)c(Cl)c1Cc1c(O)c(Cl)cc(Cl)c1Cl	0.5635359287261963
CN(C)CCOC(c1ccccc1)c1ccccc1	Cc1cn([C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)[nH]c1=O	0.5632911324501038
c1cn(cn1)C(c1ccccc1)c1ccc(cc1)-c1ccccc1	O[C@@H]1[C@@H](COP([O-])([O-])=O)O[C@H]([C@@H]1O)n1cnc2c1nc[nH]c2=O	0.5630630850791931
CCCOc1ccc(cc1-c1nc(=O)c2n(C)nc(CCC)c2[nH]1)S(=O)(=O)NCCC1CCCN1C	Nc1nc(Cl)nc2n(cnc12)[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1F	0.5628140568733215
C(C(C1CCCCC1)C1CCCCC1)C1CCCCN1	CC(=O)Oc1ccccc1C(=O)Nc1ncc(s1)[N+]([O-])=O	0.5625
CCN(CC)CCNC(=O)c1cc(Cl)c(N)cc1OC	Cc1c(OCC(F)(F)F)ccnc1CS(=O)c1nc2ccccc2[nH]1	0.5623409748077393
O=N[Fe--](C#N)(C#N)(C#N)(C#N)C#N	CC(=O)N[C@@H]1[C@@H](O)[C@H](O)[C@@H](CO)O[C@@H]1O[C@@H]1[C@@H](O)[C@H](O)[C@@H](O)[C@@H](O)[C@H]1OP([O-])(=O)OC[C@@H](COC(*)=O)OC(*)=O	0.5621181130409241
CC(=O)N[C@H]1C(O)O[C@H](COP([O-])([O-])=O)[C@@H](O)[C@@H]1O	CC(=O)N[C@@H](C=O)[C@H](O)[C@@H](O)[C@@H](O)CO	0.5618728995323181
N[C@@H](Cc1ccc(O)c(I)c1)C(O)=O	CCN(CC)C(=O)[C@@]1(C[C@@H]1CN)c1ccccc1	0.5616438388824463
NCCOP(O)(=O)OCC(COC(*)=O)OC(*)=O	OC(=O)CCCC[C@@H]1SC[C@@H]2NC(=O)N[C@H]12	0.5614035129547119
C[C@H](CCC=C(C)C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)n1cnc2c(N)ncnc12)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C	C[C@@H]1C[C@@]2(C)[C@@H](CC[C@H]3[C@@H]4CC[C@H](O)[C@@]4(C)CC[C@H]23)CC1=O	0.561160147190094
CN1CC[C@]23CCCC[C@H]2[C@H]1Cc1ccc(O)cc31	Cc1cc2nc3c(nc(=O)[nH]c3=O)n(C[C@H](O)[C@H](O)[C@H](O)COP(O)(=O)OP(O)(=O)OC[C@H]3O[C@H]([C@H](O)[C@@H]3O)n3cnc4c(N)ncnc34)c2cc1C	0.5609102845191956
OC(=O)CN(CCN(CCN(CC(O)=O)CC([O-])=O)CC([O-])=O)CC([O-])=O	CC(C)(S)C(N)C(O)=O	0.560669481754303
CCOc1ccc(CC(CN(CCN(CC([O-])=O)CC([O-])=O)CC([O-])=O)N(CC([O-])=O)CC([O-])=O)cc1	Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OC2O[C@H](CO)[C@@H](O)[C@H]2O)[C@@H](O)[C@H]1OP([O-])([O-])=O	0.5604203343391418
OCCN(CCO)c1nc(N2CCCCC2)c2nc(nc(N3CCCCC3)c2n1)N(CCO)CCO	CCCCNc1ccc(cc1)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOC	0.5601750612258911
O=C(CCCc1ccccc1)OCC(COC(=O)CCCc1ccccc1)OC(=O)CCCc1ccccc1	CC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C	0.5599173307418823
Nc1cccc2C(=O)N(Cc12)C1CCC(=O)NC1=O	OC[C@H]1O[C@H](OP([O-])([O-])=O)[C@H](O)[C@@H](O)[C@@H]1O	0.5596817135810852
Fc1ccc(cc1)[C@@H]1CCNC[C@H]1COc1ccc2OCOc2c1	C[C@H]1CN(C[C@@H](C)N1)c1c(F)c(N)c2c(c1F)n(cc(C(O)=O)c2=O)C1CC1	0.5594542026519775
C[N+](C)(C)CCOP([O-])(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)n1ccc(N)nc1=O	N[C@@H](Cc1ccc(Oc2ccc(O)c(I)c2)c(I)c1)C(O)=O	0.5592105388641357
Cc1ccnc2N(C3CC3)c3ncccc3C(=O)Nc12	CC#CCn1c(nc2n(C)c(=O)n(Cc3nc(C)c4ccccc4n3)c(=O)c12)N1CCC[C@@H](N)C1	0.5589661002159119
C[C@]12CC[C@H]3[C@@H](CC[C@H]4C[C@H](O)CC[C@]34C)[C@@H]1CC[C@@H]2O	CCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP([O-])(=O)OP([O-])(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP([O-])([O-])=O)n1cnc2c(N)ncnc12	0.5587349534034729
OCC(O)[C-]1OC(=O)C(=O)C1=O	COC(=O)C(C1CCCCN1)c1ccccc1	0.5584905743598938
CCCCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP([O-])(=O)OP([O-])(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP([O-])([O-])=O)n1cnc2c(N)ncnc12	CCN(CC)C(=O)N[C@@H]1CN(C)[C@@H]2Cc3c[nH]c4cccc(C2=C1)c34	0.5582386255264282
CN(C)CCC(c1ccc(Cl)cc1)c1ccccn1	CC(C)=CCC\C(C)=C\CC\C(C)=C\CC\C=C(/C)CC\C=C(/C)CC[C@@H]1OC1(C)C	0.5579937100410461
CCCCC[C@H](O)\C=C\[C@H]1C=CC(=O)[C@@H]1CCCCCCC([O-])=O	Cc1cc(\C=C\C#N)cc(C)c1Nc1ccnc(Nc2ccc(cc2)C#N)n1	0.5577464699745178
CCN(CC)CCNC(=O)c1cc(Cl)c(N)cc1OC	NC(=O)c1ccc[n+](CC(=O)c2ccc-3c(Cc4ccccc-34)c2)c1	0.5575000047683716
CNC(=O)[C@@H](NC(=O)[C@H](CC(C)C)[C@H](O)C(=O)NO)C(C)(C)C	Cc1nc(Nc2ncc(s2)C(=O)Nc2c(C)cccc2Cl)cc(n1)N1CCN(CCO)CC1	0.5572687387466431
Cc1nccn1CC1CCc2c(C1=O)c1ccccc1n2C	CCO\N=C(\C(=O)N[C@H]1[C@H]2SCC(Sc3nc(cs3)-c3cc[n+](C)cc3)=C(N2C1=O)C([O-])=O)c1nsc(NP(O)(O)=O)n1	0.5570370554924011
Fc1ccc(cc1)C(CCCN1CCC(CC1)n1c2ccccc2[nH]c1=O)c1ccc(F)cc1	CN(C)CCC(O)(c1ccccc1)c1ccccc1Cl	0.5567928552627563
O[C@@H](C=O)[C@H]1OC(=O)[C@@H](O)[C@H]1O	[O-]P([O-])(=O)OCC(=O)COC(*)=O	0.5565611124038696
OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)n1cnc2c(O)ncnc12	CC(C)(COP([O-])([O-])=O)[C@@H](O)C(=O)NCCC(=O)N[C@@H](CS)C([O-])=O	0.5563380122184753
Oc1ccc(CC([O-])=O)cc1	[NH3+]CCc1c[nH]c2ccccc12	0.5560975670814514
NS(=O)(=O)c1cc2c(NC=NS2(=O)=O)cc1Cl	CC(C)NCC(O)COc1cccc2ccccc12	0.5558510422706604
CC[N+](CC)(CC)CCOc1cccc(OCC[N+](CC)(CC)CC)c1OCC[N+](CC)(CC)CC	CCCCCCCCCCCCCC(=O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP([O-])(=O)OP([O-])(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP([O-])([O-])=O)n1cnc2c(N)ncnc12	0.5555555820465088
C[C@]12CC[C@H]3[C@@H](CC=C4C[C@H](CC[C@]34C)OS([O-])(=O)=O)[C@@H]1CCC2=O	Cn1c2ncn(CC(O)CO)c2c(=O)n(C)c1=O	0.5553505420684814
Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP([O-])(=O)OS([O-])(=O)=O)[C@@H](OP([O-])([O-])=O)[C@H]1O	CCOCCn1c(nc2ccccc12)N1CCCN(C)CC1	0.5551180839538574
CN1C(c2ccc(Cl)cc2)S(=O)(=O)CCC1=O	CC(N)C(=O)Nc1c(C)cccc1C	0.5548780560493469
NS(=O)(=O)c1cc2c(NC(Cc3ccccc3)NS2(=O)=O)cc1C(F)(F)F	CN(C)CC\C=C1\c2ccccc2COc2ccccc12	0.5546391606330872
C[C@@H](O)C(=O)SC[C@H](NC(=O)CC[C@H]([NH3+])C([O-])=O)C(=O)NCC([O-])=O	CCN(CC)CCOC(=O)c1ccc(N)cc1	0.5543859601020813
NC(=O)CCCCC(S)CCS	NC(=O)N[C@@H](CCC(O)=O)C(O)=O	0.5541401505470276
COc1cccc(OC)c1C(=O)N[C@H]1[C@H]2SC(C)(C)[C@@H](N2C1=O)C(O)=O	CC(C)C[C@H](NC(=O)[C@@H](COC(C)(C)C)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@@H]1CCC(=O)N1)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N1CCC[C@H]1C(=O)NNC(N)=O	0.5538881421089172
CC1O[C@@]2(CS1)CN1CCC2CC1	CCN[C@H]1CN(CCCOC)S(=O)(=O)c2sc(cc12)S(N)(=O)=O	0.553648054599762
CC(C)NCC1CCc2cc(CO)c(cc2N1)[N+]([O-])=O	N[C@@H](CCSC[C@H]1O[C@H]([C@H](O)[C@@H]1O)n1cnc2c(N)ncnc12)C(O)=O	0.5534188151359558
OC(=O)CCc1nc(c(o1)-c1ccccc1)-c1ccccc1	N[C@@H](CC(=O)c1ccccc1N)C(O)=O	0.5531914830207825
CC[C@H]1C[C@@H]2CN3CCc4c([nH]c5cc([C@H]6C[C@@H]7C([C@@H](Cc8c6[nH]c6ccccc86)N(C)C\C7=C\C)C(=O)OC)c(OC)cc45)[C@](C2)([C@H]13)C(=O)OC	CC(C)(C(O)=O)c1ccc(cc1)C(O)CCCN1CCC(CC1)C(O)(c1ccccc1)c1ccccc1	0.5529412031173706
CC(N)C12CC3CC(CC(C3)C1)C2	Cc1ccc(Nc2c(F)cccc2Cl)c(CC(O)=O)c1	0.5526992082595825
CN(C)CC(c1ccc(O)cc1)C1(O)CCCCC1	Cc1ncc(CO)c(C[NH3+])c1O	0.5524475574493408
O[C@H]1C[C@@H](O[C@@H]1COP(O)(=O)OP(O)(=O)OP(O)(O)=O)n1ccc(=O)[nH]c1=O	CC(=O)N(CC(O)CN(C(C)=O)c1c(I)c(C(=O)NCC(O)CO)c(I)c(C(=O)NCC(O)CO)c1I)c1c(I)c(C(=O)NCC(O)CO)c(I)c(C(=O)NCC(O)CO)c1I	0.5522152185440063
CC(C=CC1=C(C)CCCC1(C)C)=CC=CC(C)=CC(O)=O	C[N+](C)(C)CCCC(O)[C@H](N)C(O)=O	0.5519713163375854
CC[N+](CC)(CCNC(=O)C(=O)NCC[N+](CC)(CC)Cc1ccccc1Cl)Cc1ccccc1Cl	CCOCCn1c(nc2ccccc12)N1CCCN(C)CC1	0.5517241358757019
CCN(C)C(=O)Oc1cccc(c1)[C@H](C)N(C)C	CN\C(NCCSCc1csc(CN(C)C)n1)=C/[N+]([O-])=O	0.5514950156211853
CN(C)CCOC(c1ccc(Cl)cc1)c1ccccn1	O[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@H](O)[C@@H]1O	0.5512367486953735
[NH3+][C@@H](CCC(=O)OP([O-])([O-])=O)C([O-])=O	CCN(CC)CC(=O)Nc1c(C)cccc1C	0.5510203838348389
CC(C)(C)NCC(O)c1cc(O)cc(O)c1	CCCCCCCCCCC[C@@H](C[C@@H]1OC(=O)[C@H]1CCCCCC)OC(=O)[C@H](CC(C)C)NC=O	0.5507692098617554
OC(=O)Cc1c[nH]c2ccc(O)cc12	OC[C@H]1O[C@H](C[C@@H]1O)n1cnc2c1nc[nH]c2=O	0.5505319237709045
OC(=O)CCCC[C@@H]1SC[C@@H]2NC(=O)N[C@H]12	CCCN(CCC)S(=O)(=O)c1ccc(cc1)C(O)=O	0.5502958297729492
CC(=O)N[C@@H]1[C@@H](O)[C@H](O)[C@@H](CO)O[C@@H]1O[C@@H]1[C@@H](O)[C@H](O)[C@@H](O)[C@@H](O)[C@H]1OP([O-])(=O)OC[C@@H](COC(*)=O)OC(*)=O	Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)c(Cl)c1	0.550000011920929
CN(C)C(=O)Oc1cccc(c1)[N+](C)(C)C	NCCCC(=O)NC(Cc1cnc[nH]1)C(O)=O	0.5498154759407043
CCCCC\C=C/C[C@@H](O)\C=C\C=C\C=C/[C@@H](O)CCCC([O-])=O	C[C@](N)(Cc1ccc(O)cc1)C(O)=O	0.5495867729187012
NC(=O)c1cc2cc(ccc2o1)N1CCN(CCCCc2c[nH]c3ccc(cc23)C#N)CC1	CCCCNc1ccc(cc1)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOC	0.54935622215271
CCn1cc(C(O)=O)c(=O)c2cc(F)c(nc12)N1CCNCC1	CCCCCCCCCCC[C@@H](C[C@@H]1OC(=O)[C@H]1CCCCCC)OC(=O)[C@H](CC(C)C)NC=O	0.5491071343421936
OCC(O)c1ccc(O)c(O)c1	OC[C@H]1OC(OP(O)(O)=O)[C@@H](O)[C@@H](O)[C@@H]1O	0.548872172832489
Cc1cc(C2CCCCC2)n(O)c(=O)c1	Cc1c(OCC(F)(F)F)ccnc1CS(=O)c1nc2ccccc2[nH]1	0.5486284494400024
COc1cc(ccc1O)C(O)C([O-])=O	CNCCCN1c2ccccc2CCc2ccccc12	0.5483871102333069
OCC(=O)[C@@H](O)[C@H](O)COP([O-])([O-])=O	[NH3+][C@@H](CS[C@H](\C=C\C=C\C=C/C\C=C/CCCCCO)[C@@H](O)CCCC([O-])=O)C([O-])=O	0.5481481552124023
C/C(/C=C\C=C(/C)\C=C\C1=C(C)CCCC1(C)C)=C\C=O	NCC(O)c1ccc(O)c(O)c1	0.5478927493095398
CC(=O)N[C@@H]1[C@@H](O)[C@@H](O)[C@@H](CO)OC1OP(O)(O)=O	CCCCC1=NC2(CCCC2)C(=O)N1Cc1ccc(cc1)-c1ccccc1-c1nn[nH]n1	0.5476673245429993
C[C@H](CCC([O-])=O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C	OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)n1cnc2c(O)ncnc12	0.5474452376365662
Brc1c(NC2=NCCN2)ccc2nccnc12	CCCCC[C@H](O)CC[C@H]1[C@H](O)C[C@@H]2Cc3c(C[C@H]12)cccc3OCC(O)=O	0.5471698045730591
CCN(CC)CCCC(C)Nc1c2ccc(Cl)cc2nc2ccc(OC)cc12	Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OC2O[C@H](CO)[C@@H](O)[C@H]2O)[C@@H](O)[C@H]1OP([O-])([O-])=O	0.5469522476196289
CCCCCOC(=O)Nc1nc(=O)n(cc1F)[C@@H]1O[C@H](C)[C@@H](O)[C@H]1O	CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)n1cnc2c(N)ncnc12	0.5467075109481812
Nc1nc2NCC(=Nc2c(=O)[nH]1)[C@H](O)[C@H](O)CO	CC(=O)N[C@@H]1[C@@H](O)CC(O)(O[C@H]1[C@H](O)[C@H](O)COP(O)(O)=O)C(O)=O	0.5464601516723633
Cc1ccsc1C(=CCCN1CCC[C@H](C1)C(O)=O)c1sccc1C	CC(=O)N[C@H]1C(O)O[C@H](CO)[C@H](O)[C@@H]1O	0.5462185144424438
CC(C)OC(=O)CCC\C=C/C[C@H]1[C@@H](O)C[C@@H](O)[C@@H]1CC[C@@H](O)CCc1ccccc1	CC(=O)N[C@@H]1[C@@H](O)[C@H](O)[C@@H](CO)O[C@@H]1OP([O-])(=O)OP([O-])(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)n1ccc(=O)[nH]c1=O	0.545976996421814
OCC(O)[C-]1OC(=O)C(=O)C1=O	CC(C=CC1=C(C)CCCC1(C)C)=CC=CC(C)=CC(O)=O	0.5457627177238464
CCCCCCCCCCCCCCC[C@@H](O)[C@H](CO)NC(*)=O	OC(=O)c1ccccc1OC(=O)c1ccccc1O	0.5454545617103577
OC[C@H]1O[C@@H](Oc2ccccc2\C=C/C([O-])=O)[C@H](O)[C@@H](O)[C@@H]1O	CC1(C)S[C@@H]2[C@H](N3C(=O)[C@H](NC3(C)C)c3ccccc3)C(=O)N2[C@H]1C(O)=O	0.5452793836593628
CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1Cc2cc(OC)c(OC)cc2C[C@H]1C(O)=O	CN(N=O)C(=O)N[C@H]1[C@@H](O)O[C@H](CO)[C@@H](O)[C@@H]1O	0.5450549721717834
CC(C=CC=C(C)C=CC1=C(C)CCCC1(C)C)=CC=O	OC(=O)c1c(I)cc(I)c(NC(=O)CCCCC(=O)Nc2c(I)cc(I)c(C(O)=O)c2I)c1I	0.5448113083839417
CCc1nc(C2CC2)c(C(N)=O)n1Cc1ccc2oc(c(Br)c2c1)-c1ccccc1NS(=O)(=O)C(F)(F)F	CCC[C@@H]1C[C@H](N(C)C1)C(=O)NC(C(C)Cl)[C@H]1O[C@H](SC)[C@H](O)[C@@H](O)[C@H]1O	0.5445705056190491
CC1(C)S[C@@H]2[C@H](N3C(=O)[C@H](NC3(C)C)c3ccccc3)C(=O)N2[C@H]1C(O)=O	Nc1nc(Cl)nc2n(cnc12)[C@H]1C[C@H](O)[C@@H](CO)O1	0.5443262457847595
COCCOC(=O)C1=C(C)NC(C)=C(C1c1cccc(c1)[N+]([O-])=O)C(=O)OC(C)C	C[C@](N)(Cc1ccc(O)c(O)c1)C(O)=O	0.5440806150436401
N[C@@H](CSS(O)(=O)=O)C(O)=O	C[C@H](N)[C@H](O)c1ccc(O)c(O)c1	0.5438596606254578
O[C@@H]1[C@@H](COP([O-])(=O)OP([O-])([O-])=O)O[C@H]([C@@H]1O)n1cnc2c1nc[nH]c2=O	CN(C)CCCN1c2ccccc2CCc2ccc(Cl)cc12	0.5436105728149414
Nc1nc2n(cnc2c(=O)[nH]1)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]1O	CN1CCN(CC1)C1=Nc2ccccc2Oc2ccc(Cl)cc12	0.5433628559112549
CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O	C(C(C1CCCCC1)C1CCCCC1)C1CCCCN1	0.5431034564971924
CCC[C@@H]1CC(N(C)C1)C(=O)N[C@H]([C@@H](C)O)[C@H]1O[C@H](SC)[C@H](O)[C@@H](O)[C@H]1O	C[C@](N)(Cc1ccc(O)c(O)c1)C(O)=O	0.5428571701049805
CCCCC\C=C/C\C=C/C\C=C/CCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)n1cnc2c(N)ncnc12	OCC1OC(O)C(O)C(O)C1OC1OC(COP(O)(O)=O)C(O)C(O)C1O	0.5426356792449951
C[N+](C)(C)CCP(O)(=O)OP(O)(=O)OCC1OC(C(O)C1O)n1ccc(N)nc1=O	CN1C[C@@H](CC2[C@H]1Cc1c[nH]c3cccc2c13)C(=O)N[C@]1(C)O[C@@]2(O)[C@@H]3CCCN3C(=O)[C@H](Cc3ccccc3)N2C1=O	0.5423957109451294
C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1C[C@@H](O)[C@@H]2O	CCCCCCCCCCCCC\C=C\C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP([O-])(=O)OP([O-])(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP([O-])([O-])=O)n1cnc2c(N)ncnc12	0.542151153087616
Nc1ccn([C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)n1	CCCCCCCCCCCCC\C=C\[C@@H](O)[C@H](COP([O-])([O-])=O)NC(*)=O	0.5419161915779114
CCC[C@@H]1C[C@H](N(C)C1)C(=O)NC(C(C)Cl)[C@H]1O[C@H](SC)[C@H](O)[C@@H](O)[C@H]1O	CCOC(=O)Nc1ccc(NCc2ccc(F)cc2)cc1N	0.5416666865348816
CCCCCCCCCCCCCCC[C@@H](O)[C@@H]([NH3+])CO	CC(C[N+](C)(C)C)OC(N)=O	0.541436493396759
OC1OC(COP(O)(O)=O)C(O)C(O)C1O	Fc1ccc(cc1)C(N1CCN(C\C=C\c2ccccc2)CC1)c1ccc(F)cc1	0.541208803653717
C[C@]12CC[C@H]3[C@@H](CC[C@@H]4C[C@H](O)CC[C@]34C)[C@@H]1CCC2=O	Nc1ccn([C@H]2C[C@H](O)[C@@H](COP([O-])([O-])=O)O2)c(=O)n1	0.5409836173057556
Fc1ccc(cc1)[C@@H]1CCNC[C@H]1COc1ccc2OCOc2c1	C1CN2C[C@@H](N=C2S1)c1ccccc1	0.54076087474823
OC(C(=O)OC1C[N+]2(CCCOc3ccccc3)CCC1CC2)(c1cccs1)c1cccs1	CN(C(=S)Oc1ccc2ccccc2c1)c1cccc(C)c1	0.5405405163764954
N[C@@H](Cc1ccc(O)c(I)c1)C(O)=O	C[C@@](O)(CCO)CC([O-])=O	0.5402843356132507
Cc1ccc(cc1)C(=O)c1ccc(CC(O)=O)n1C	Oc1c(Cc2c(O)c3ccccc3oc2=O)c(=O)oc2ccccc12	0.5400457382202148
CN1CCN2C(C1)c1ccccc1Cc1cccnc21	NC(=O)c1ncn([C@@H]2O[C@H](COP([O-])([O-])=O)[C@@H](O)[C@H]2O)c1NC=O	0.5398058295249939
O[C@@H]1[C@@H](COP([O-])(=O)OP([O-])(=O)OP(O)([O-])=O)O[C@H]([C@@H]1O)n1cnc2c1nc[nH]c2=O	CO[C@H]1C=CO[C@@]2(C)Oc3c(C2=O)c2C4=NC5(CCN(CC(C)C)CC5)NC4=C(NC(=O)C(C)=CC=C[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C)C(=O)c2c(O)c3C	0.5395683646202087
NC1[C@@H]2CN(C[C@H]12)c1nc2n(cc(C(O)=O)c(=O)c2cc1F)-c1ccc(F)cc1F	CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1CCC[C@H]1C(O)=O	0.5393258333206177
CC[C@]12CC[C@H]3[C@@H](CCC4=C\C(CC[C@H]34)=N\O)[C@@H]1CC[C@@]2(OC(C)=O)C#C	CN(C)CCC=C1c2ccccc2CCc2ccccc12	0.5390781760215759
